ก	k AC ɔː AM k AC a AL j AB
กก	k AC o AM k̚
กกุท	k AC a AL k AC u AM t̚
กกุธภัณฑ์	k AC a AL k AC u AM t̚ tʰ AD a AL pʰ AI a AL n AG
กง	k AC o AM ŋ AG
กงกาง	k AC o AM ŋ AG k AC aː AL ŋ AG
กงการ	k AC o AM ŋ AG k AC aː AL n AG
กงล้อ	k AC o AM ŋ AG l AE ɔː AM
กงศุล	k AC o AM ŋ AG s AC u AM n AG
กงสี	k AC o AM ŋ AG s AC iː AL
กงสุล	k AC o AM ŋ AG s AC u AM n AG
กงเวียน	k AC o AM ŋ AG w AJ i AL a̯ n AG
กฎ	k AC o AM t̚
กฎข้อบังคับ	k AC o AM t̚ kʰ AD ɔː AM b AH a AL ŋ AG kʰ AD a AL p̚
กฎจราจร	k AC o AM t̚ t AC ɕ AC a AL r AN aː AL t AC ɕ AC ɔː AM n AG
กฎบัตร	k AC o AM t̚ b AH a AL t̚
กฎมนเทียรบาล	k AC o AM t̚ m AF o AM n AG tʰ AD i AL a̯ n AG b AH aː AL n AG
กฎหมาย	k AC o AM t̚ m AF aː AL j AB
กฎหมายปกครอง	k AC o AM t̚ m AF aː AL j AB p AH o AM k̚ kʰ AD r AN ɔː AM ŋ AG
กฎหมายมนุษยธรรมระหว่างประเทศ	k AC o AM t̚ m AF aː AL j AB m AF a AL n AG u AM t̚ s AC a AL j AB a AL tʰ AD a AL m AF r AN a AL w AJ aː AL ŋ AG p AH r AN a AL tʰ AD eː AL t̚
กฎหมายมหาชน	k AC o AM t̚ m AF aː AL j AB m AF a AL h AA aː AL t AC ɕʰ AD o AM n AG
กฎหมายระหว่างประเทศ	k AC o AM t̚ m AF aː AL j AB r AN a AL w AJ aː AL ŋ AG p AH r AN a AL tʰ AD eː AL t̚
กฎหมายระหว่างประเทศแผนกคดีบุคคล	k AC o AM t̚ m AF aː AL j AB r AN a AL w AJ aː AL ŋ AG p AH r AN a AL tʰ AD eː AL t̚ pʰ AI a AL n AG ɛː AL k̚ kʰ AD a AL d AC iː AL b AH u AM k̚ kʰ AD o AM n AG
กฎหมายระหว่างประเทศแผนกคดีเมือง	k AC o AM t̚ m AF aː AL j AB r AN a AL w AJ aː AL ŋ AG p AH r AN a AL tʰ AD eː AL t̚ pʰ AI a AL n AG ɛː AL k̚ kʰ AD a AL d AC iː AL m AF ɯ AL a̯ ŋ AG
กฎหมายรัฐธรรมนูญ	k AC o AM t̚ m AF aː AL j AB r AN a AL t̚ tʰ AD a AL tʰ AD a AL m AF m AF a AL n AG uː AM n AG
กฎหมายเหตุ	k AC o AM t̚ m AF aː AL j AB h AA eː AL t̚
กฎหมายเอกชน	k AC o AM t̚ m AF aː AL j AB ʔ AK eː AL k̚ k AC a AL t AC ɕʰ AD o AM n AG
กฎเกณฑ์	k AC o AM t̚ k AC eː AL n AG
กฏ	k AC o AM t̚
กฐิน	k AC a AL tʰ AD i AL n AG n AG a AL
กด	k AC o AM t̚
กดขี่	k AC o AM t̚ kʰ AD iː AL
กดดัน	k AC o AM t̚ d AC a AL n AG
กตัญญุตา	k AC a AL t AC a AL n AG j AB u AM t AC aː AL
กตัญญู	k AC a AL t AC a AL n AG j AB uː AM
กติกา	k AC a AL t AC i AL k AC aː AL
กติกาสัญญา	k AC a AL t AC i AL k AC aː AL s AC a AL n AG j AB aː AL
กตเวที	k AC a AL t AC a AL w AJ eː AL tʰ AD iː AL
กถา	k AC a AL tʰ AD aː AL
กน	k AC o AM n AG
กนก	k AC a AL n AG o AM k̚
กบ	k AC ɔː AM b AH ɔː AM
กบฏ	k AC a AL b AH o AM t̚
กบนา	k AC o AM p̚ n AG aː AL
กบเลือกนาย	k AC o AM p̚ l AE ɯ AL a̯ k̚ n AG aː AL j AB
กบเหลา	k AC o AM p̚ l AE a AL w AJ
กบเหลาดินสอ	k AC o AM p̚ l AE a AL w AJ d AC i AL n AG s AC ɔː AM
กบในกะลา	k AC o AM p̚ n AG a AL j AB k AC a AL l AE aː AL
กบในกะลาครอบ	k AC o AM p̚ n AG a AL j AB k AC a AL l AE aː AL kʰ AD r AN ɔː AM p̚
กบไสไม้	k AC o AM p̚ s AC a AL j AB m AF aː AL j AB
กม	k AC o AM m AF
กร	k AC ɔː AM n AG
กรกฎ	k AC ɔː AM r AN a AL k AC o AM t̚
กรกฎา	k AC a AL r AN a AL k AC a AL d AC aː AL
กรกฎาคม	k AC a AL r AN a AL k AC a AL d AC aː AL kʰ AD o AM m AF
กรง	k AC r AN o AM ŋ AG
กรงขัง	k AC r AN o AM ŋ AG kʰ AD a AL ŋ AG
กรงเล็บ	k AC r AN o AM ŋ AG l AE e AL p̚
กรณี	k AC ɔː AM r AN a AL n AG iː AL
กรณีพิพาท	k AC ɔː AM r AN a AL n AG iː AL pʰ AI i AL pʰ AI aː AL t̚
กรด	k AC r AN o AM t̚
กรดไขมัน	k AC r AN o AM t̚ kʰ AD a AL j AB m AF a AL n AG
กรดไขมันอิ่มตัว	k AC r AN o AM t̚ kʰ AD a AL j AB m AF a AL n AG ʔ AK i AL m AF t AC u AM a̯
กรดไขมันไม่อิ่มตัว	k AC r AN o AM t̚ kʰ AD a AL j AB m AF a AL n AG m AF a AL j AB ʔ AK i AL m AF t AC u AM a̯
กรน	k AC r AN o AM n AG
กรม	k AC r AN o AM m AF m AF a AL
กรมธรรม	k AC r AN o AM m AF m AF a AL tʰ AD a AL m AF
กรมธรรม์	k AC r AN o AM m AF m AF a AL tʰ AD a AL n AG
กรรตุการก	k AC a AL t̚ t AC u AM k AC aː AL r AN o AM k̚
กรรปุระ	k AC a AL n AG p AH u AM r AN a AL ʔ AK
กรรม	k AC a AL m AF m AF a AL
กรรมกร	k AC a AL m AF m AF a AL k AC ɔː AM n AG
กรรมการ	k AC a AL m AF m AF a AL k AC aː AL n AG
กรรมการก	k AC a AL m AF m AF a AL k AC aː AL r AN o AM k̚
กรรมตามสนอง	k AC a AL m AF t AC aː AL m AF s AC a AL n AG ɔː AM ŋ AG
กรรมวาจก	k AC a AL m AF m AF a AL w AJ aː AL t AC ɕ AC o AM k̚
กรรมสาร	k AC a AL m AF m AF a AL s AC aː AL n AG
กรรมาชีพ	k AC a AL n AG m AF aː AL t AC ɕʰ AD iː AL p̚
กรรเชียง	k AC a AL n AG t AC ɕʰ AD i AL a̯ ŋ AG
กรรโชก	k AC a AL n AG t AC ɕʰ AD oː AM k̚
กรรไกร	k AC a AL n AG k AC r AN a AL j AB
กรรไกรตัดเล็บ	k AC a AL n AG k AC r AN a AL j AB t AC a AL t̚ l AE e AL p̚
กรรไกรเล็ก	k AC a AL n AG k AC r AN a AL j AB l AE e AL k̚
กรวด	k AC r AN u AM a̯ t̚
กรวย	k AC r AN u AM a̯ j AB
กรอ	k AC r AN ɔː AM
กรอก	k AC r AN ɔː AM k̚
กรอง	k AC r AN ɔː AM ŋ AG
กรอบ	k AC r AN ɔː AM p̚
กระ	k AC r AN a AL ʔ AK
กระจก	k AC r AN a AL t AC ɕ AC o AM k̚
กระจกตา	k AC r AN a AL t AC ɕ AC o AM k̚ t AC aː AL
กระจกนาฬิกา	k AC r AN a AL t AC ɕ AC o AM k̚ n AG aː AL l AE i AL k AC aː AL
กระจกเงา	k AC r AN a AL t AC ɕ AC o AM k̚ ŋ AG a AL w AJ
กระจง	k AC r AN a AL t AC ɕ AC o AM ŋ AG
กระจอก	k AC r AN a AL t AC ɕ AC ɔː AM k̚
กระจอกเทศ	k AC r AN a AL t AC ɕ AC ɔː AM k̚ tʰ AD eː AL t̚
กระจับ	k AC r AN a AL t AC ɕ AC a AL p̚
กระจับปี่	k AC r AN a AL t AC ɕ AC a AL p̚ p AH iː AL
กระจาด	k AC r AN a AL t AC ɕ AC aː AL t̚
กระจาย	k AC r AN a AL t AC ɕ AC aː AL j AB
กระจุก	k AC r AN a AL t AC ɕ AC u AM k̚
กระจุกดาวลูกไก่	k AC r AN a AL t AC ɕ AC u AM k̚ d AC aː AL w AJ l AE uː AM k̚ k AC a AL j AB
กระชอน	k AC r AN a AL t AC ɕʰ AD ɔː AM n AG
กระชาก	k AC r AN a AL t AC ɕʰ AD aː AL k̚
กระชาย	k AC r AN a AL t AC ɕʰ AD aː AL j AB
กระซิบ	k AC r AN a AL s AC i AL p̚
กระซู่	k AC r AN a AL s AC uː AM
กระดอ	k AC r AN a AL d AC ɔː AM
